passage_id,title,theme,text,question_id,question_number,question_type,difficulty,question_text,option_a,option_b,option_c,option_d,correct_answer,explanation,region_alignment,age_band,qa_status,content_pool
P21,The Milkmaid,MEDICINE / VACCINES,"In the 1790s, a country doctor in Gloucestershire named Edward Jenner noticed something that his colleagues had long dismissed as folk wisdom: milkmaids who contracted cowpox — a mild disease caught from cattle — seemed never to catch smallpox, one of the deadliest diseases in the world. Jenner decided to test the idea properly.

In 1796, he took material from a cowpox sore on a milkmaid’s hand and introduced it into small cuts on the arm of an eight-year-old boy named James Phipps. The boy developed a mild fever and recovered. Jenner then deliberately exposed James to smallpox — a test that would be considered deeply unethical today — and the boy did not fall ill.

Jenner called his method “vaccination,” from the Latin word for cow. It was the world’s first vaccine. Smallpox was eventually eradicated in 1980, making it the only human infectious disease to have been wiped out entirely.",P21_Q3,28,Inference,medium,What does the author mean by describing the milkmaids’ protection from smallpox as “folk wisdom”?,It was a piece of traditional knowledge that people believed but which had not been scientifically tested.,It was a story invented by milkmaids to avoid being vaccinated.,It was a medical fact already proven by Jenner’s colleagues.,It was a superstition that Jenner proved was completely false.,A,"“Folk wisdom” refers to knowledge passed down through tradition and observation, without formal scientific proof. Jenner’s colleagues dismissed it precisely because it hadn’t been tested. The answer is A.",GL_Bucks,Y6,approved,comprehension_100
P21,The Milkmaid,MEDICINE / VACCINES,"In the 1790s, a country doctor in Gloucestershire named Edward Jenner noticed something that his colleagues had long dismissed as folk wisdom: milkmaids who contracted cowpox — a mild disease caught from cattle — seemed never to catch smallpox, one of the deadliest diseases in the world. Jenner decided to test the idea properly.

In 1796, he took material from a cowpox sore on a milkmaid’s hand and introduced it into small cuts on the arm of an eight-year-old boy named James Phipps. The boy developed a mild fever and recovered. Jenner then deliberately exposed James to smallpox — a test that would be considered deeply unethical today — and the boy did not fall ill.

Jenner called his method “vaccination,” from the Latin word for cow. It was the world’s first vaccine. Smallpox was eventually eradicated in 1980, making it the only human infectious disease to have been wiped out entirely.",P21_Q4,29,Authorial Intent,hard,Why does the author describe Jenner’s experiment as “a test that would be considered deeply unethical today”?,To suggest that Jenner was a bad person who did not care about the boy.,"To remind the reader that medical progress has involved difficult moral compromises, and standards have changed.",To argue that Jenner should not be celebrated because of his methods.,To show that the experiment was illegal even in the 1790s.,B,The author is not condemning Jenner but contextualising him — acknowledging that what was accepted practice then would not be permitted today. This shows the passage is written with historical nuance. The answer is B.,GL_Bucks,Y6,approved,comprehension_100
P21,The Milkmaid,MEDICINE / VACCINES,"In the 1790s, a country doctor in Gloucestershire named Edward Jenner noticed something that his colleagues had long dismissed as folk wisdom: milkmaids who contracted cowpox — a mild disease caught from cattle — seemed never to catch smallpox, one of the deadliest diseases in the world. Jenner decided to test the idea properly.

In 1796, he took material from a cowpox sore on a milkmaid’s hand and introduced it into small cuts on the arm of an eight-year-old boy named James Phipps. The boy developed a mild fever and recovered. Jenner then deliberately exposed James to smallpox — a test that would be considered deeply unethical today — and the boy did not fall ill.

Jenner called his method “vaccination,” from the Latin word for cow. It was the world’s first vaccine. Smallpox was eventually eradicated in 1980, making it the only human infectious disease to have been wiped out entirely.",P21_Q5,30,Fact Retrieval,easy,In which year was smallpox officially eradicated?,1796,1900,1945,1980,D,The passage states “Smallpox was eventually eradicated in 1980.” The answer is D.,GL_Bucks,Y6,approved,comprehension_100
P22,What Poetry Does,POETRY ANALYSIS,"Poetry is often described as compressed language — a way of saying in ten words what prose might take a hundred to express. But this definition, while useful, misses something important. Poetry is not merely efficient; it is deliberately inefficient in certain ways, forcing the reader to slow down, to re-read, to sit with a word or phrase and let it unfold.

A poem about grief, for example, does not simply describe sadness. It recreates the experience: the specific weight of silence in a room, the strange guilt of noticing that the world has continued without apology. The best poems do not tell you what to feel — they arrange words so that feeling becomes unavoidable.

This is why poetry can be more difficult to read than prose. It demands more of the reader. But it also offers something prose rarely can: the sensation of having found, in language, the exact shape of something you already knew but had never been able to say.",P22_Q1,31,Vocabulary in Context,hard,"In the passage, “compressed” most likely means:",Dense and concentrated — expressing much in a small space,Difficult and requiring specialist knowledge to understand,Emotional and dealing with painful subjects,Old-fashioned and using archaic vocabulary,A,"The author immediately defines what they mean: “a way of saying in ten words what prose might take a hundred to express.” Compressed means packed with meaning, concentrated. The answer is A.",GL_Bucks,Y6,approved,comprehension_100
P22,What Poetry Does,POETRY ANALYSIS,"Poetry is often described as compressed language — a way of saying in ten words what prose might take a hundred to express. But this definition, while useful, misses something important. Poetry is not merely efficient; it is deliberately inefficient in certain ways, forcing the reader to slow down, to re-read, to sit with a word or phrase and let it unfold.

A poem about grief, for example, does not simply describe sadness. It recreates the experience: the specific weight of silence in a room, the strange guilt of noticing that the world has continued without apology. The best poems do not tell you what to feel — they arrange words so that feeling becomes unavoidable.

This is why poetry can be more difficult to read than prose. It demands more of the reader. But it also offers something prose rarely can: the sensation of having found, in language, the exact shape of something you already knew but had never been able to say.",P22_Q2,32,Inference,hard,What does the author mean by describing poetry as “deliberately inefficient”?,Poetry wastes words and would be better written as prose.,Poetry uses difficulty and slowness intentionally — the resistance is part of its effect.,Poetry is written by people who cannot express themselves clearly.,Poetry takes longer to write than prose and so is less productive.,B,"The author argues this apparent inefficiency is purposeful — by forcing readers to slow down, poetry creates an experience that efficient communication cannot. The answer is B.",GL_Bucks,Y6,approved,comprehension_100
P22,What Poetry Does,POETRY ANALYSIS,"Poetry is often described as compressed language — a way of saying in ten words what prose might take a hundred to express. But this definition, while useful, misses something important. Poetry is not merely efficient; it is deliberately inefficient in certain ways, forcing the reader to slow down, to re-read, to sit with a word or phrase and let it unfold.

A poem about grief, for example, does not simply describe sadness. It recreates the experience: the specific weight of silence in a room, the strange guilt of noticing that the world has continued without apology. The best poems do not tell you what to feel — they arrange words so that feeling becomes unavoidable.

This is why poetry can be more difficult to read than prose. It demands more of the reader. But it also offers something prose rarely can: the sensation of having found, in language, the exact shape of something you already knew but had never been able to say.",P22_Q3,33,Inference,hard,"What does the author suggest good poems do, rather than simply telling the reader what to feel?",They describe feelings in such precise detail that readers can identify their own emotions.,They arrange language so that the feeling arises in the reader naturally and inevitably.,They use rhyme and rhythm to make the reader feel happy.,They tell stories about characters whose feelings the reader can admire.,B,The passage says poems “arrange words so that feeling becomes unavoidable.” The poem does not command a feeling — it creates the conditions for it to arise. The answer is B.,GL_Bucks,Y6,approved,comprehension_100
P22,What Poetry Does,POETRY ANALYSIS,"Poetry is often described as compressed language — a way of saying in ten words what prose might take a hundred to express. But this definition, while useful, misses something important. Poetry is not merely efficient; it is deliberately inefficient in certain ways, forcing the reader to slow down, to re-read, to sit with a word or phrase and let it unfold.

A poem about grief, for example, does not simply describe sadness. It recreates the experience: the specific weight of silence in a room, the strange guilt of noticing that the world has continued without apology. The best poems do not tell you what to feel — they arrange words so that feeling becomes unavoidable.

This is why poetry can be more difficult to read than prose. It demands more of the reader. But it also offers something prose rarely can: the sensation of having found, in language, the exact shape of something you already knew but had never been able to say.",P22_Q4,34,Authorial Intent,hard,What is the author’s main argument in this passage?,Poetry is too difficult for most readers and should be simplified.,Poetry is inferior to prose because it takes longer to understand.,Poetry’s difficulty is not a flaw but a feature — it offers experiences that prose cannot.,All poetry is about grief and sadness.,C,The author acknowledges poetry’s difficulty but argues it is justified — the effort required is repaid by an experience of recognition and expression that prose rarely provides. The answer is C.,GL_Bucks,Y6,approved,comprehension_100
P22,What Poetry Does,POETRY ANALYSIS,"Poetry is often described as compressed language — a way of saying in ten words what prose might take a hundred to express. But this definition, while useful, misses something important. Poetry is not merely efficient; it is deliberately inefficient in certain ways, forcing the reader to slow down, to re-read, to sit with a word or phrase and let it unfold.

A poem about grief, for example, does not simply describe sadness. It recreates the experience: the specific weight of silence in a room, the strange guilt of noticing that the world has continued without apology. The best poems do not tell you what to feel — they arrange words so that feeling becomes unavoidable.

This is why poetry can be more difficult to read than prose. It demands more of the reader. But it also offers something prose rarely can: the sensation of having found, in language, the exact shape of something you already knew but had never been able to say.",P22_Q5,35,Text Structure,medium,How does the passage develop its argument?,"It begins with a commonly held definition, challenges it, gives an example, then explains what makes poetry unique.",It compares two different poets and explains which one is better.,It gives a series of instructions for how to read a poem correctly.,It tells the story of how poetry was invented in ancient civilisations.,A,"The structure is: (1) common definition of poetry, (2) challenge to that definition, (3) the grief example to illustrate the deeper point, (4) conclusion about what poetry uniquely offers. The answer is A.",GL_Bucks,Y6,approved,comprehension_100
P23,Room Fourteen,FICTION (MYSTERY),"The hotel had been closed for eleven years. Everyone in the town knew that, and everyone also knew — though nobody said it openly — why. Clara had been sent to photograph it for a preservation report, armed with a tripod, a camera bag, and the peculiar calm of someone who does not believe in ghosts.

She found the front door unlocked, which surprised her. The lobby inside was exactly as she had imagined: dusty, grand, and utterly still. The reception desk still held its leather-bound register, open to the last page of entries. Clara found herself drawn to it.

The final entry was dated the third of October, eleven years ago. A single guest had checked in that evening — Room Fourteen — and had never checked out. She turned the register toward the light and looked more carefully at the name.

It was her own.",P23_Q1,36,Inference,medium,What does “everyone also knew — though nobody said it openly — why” suggest about the hotel’s closure?,The hotel was closed because it was too expensive to run.,Something disturbing or unsettling happened there that people are reluctant to discuss.,The hotel was closed by the government for health and safety reasons.,The owner closed the hotel and moved away without telling anyone.,B,"The phrasing “knew — though nobody said it openly” implies a shared secret or taboo — something the community knows but avoids discussing, typically because it is disturbing or shameful. The answer is B.",GL_Bucks,Y6,approved,comprehension_100
P23,Room Fourteen,FICTION (MYSTERY),"The hotel had been closed for eleven years. Everyone in the town knew that, and everyone also knew — though nobody said it openly — why. Clara had been sent to photograph it for a preservation report, armed with a tripod, a camera bag, and the peculiar calm of someone who does not believe in ghosts.

She found the front door unlocked, which surprised her. The lobby inside was exactly as she had imagined: dusty, grand, and utterly still. The reception desk still held its leather-bound register, open to the last page of entries. Clara found herself drawn to it.

The final entry was dated the third of October, eleven years ago. A single guest had checked in that evening — Room Fourteen — and had never checked out. She turned the register toward the light and looked more carefully at the name.

It was her own.",P23_Q2,37,Vocabulary in Context,medium,"In the passage, “peculiar” most likely means:",Unusual or strange in a way that stands out,Professional and carefully developed through training,Nervous and likely to be frightened easily,Practical and focused entirely on the task at hand,A,"“Peculiar” means unusual or distinctive — here it describes a calm that is strange in itself, given the setting. The answer is A.",GL_Bucks,Y6,approved,comprehension_100
P23,Room Fourteen,FICTION (MYSTERY),"The hotel had been closed for eleven years. Everyone in the town knew that, and everyone also knew — though nobody said it openly — why. Clara had been sent to photograph it for a preservation report, armed with a tripod, a camera bag, and the peculiar calm of someone who does not believe in ghosts.

She found the front door unlocked, which surprised her. The lobby inside was exactly as she had imagined: dusty, grand, and utterly still. The reception desk still held its leather-bound register, open to the last page of entries. Clara found herself drawn to it.

The final entry was dated the third of October, eleven years ago. A single guest had checked in that evening — Room Fourteen — and had never checked out. She turned the register toward the light and looked more carefully at the name.

It was her own.",P23_Q3,38,Authorial Intent,medium,Why does the author mention that Clara “does not believe in ghosts”?,To confirm that the hotel is definitely not haunted.,To create irony — her scepticism makes what happens to her more unsettling.,To show that Clara is a scientist and approaches everything rationally.,To suggest that Clara has visited haunted buildings before.,B,"By establishing that Clara is a sceptic, the author makes the discovery of her own name in the register more effective — her rational composure is about to be challenged. The detail creates dramatic irony. The answer is B.",GL_Bucks,Y6,approved,comprehension_100
P23,Room Fourteen,FICTION (MYSTERY),"The hotel had been closed for eleven years. Everyone in the town knew that, and everyone also knew — though nobody said it openly — why. Clara had been sent to photograph it for a preservation report, armed with a tripod, a camera bag, and the peculiar calm of someone who does not believe in ghosts.

She found the front door unlocked, which surprised her. The lobby inside was exactly as she had imagined: dusty, grand, and utterly still. The reception desk still held its leather-bound register, open to the last page of entries. Clara found herself drawn to it.

The final entry was dated the third of October, eleven years ago. A single guest had checked in that evening — Room Fourteen — and had never checked out. She turned the register toward the light and looked more carefully at the name.

It was her own.",P23_Q4,39,Inference,hard,What is most likely the effect of ending the passage with “It was her own”?,The reader learns that Clara has a twin who visited the hotel before her.,"The ending creates a shock and raises immediate unanswerable questions, leaving the reader unsettled.",The reader understands that Clara invented the story and was never really there.,The ending confirms that the hotel really is haunted by a ghost.,B,"The short final sentence is a deliberate cliff-hanger. It does not explain how Clara’s name is there — it only reveals the fact, leaving the reader in suspense with more questions than answers. The answer is B.",GL_Bucks,Y6,approved,comprehension_100
P23,Room Fourteen,FICTION (MYSTERY),"The hotel had been closed for eleven years. Everyone in the town knew that, and everyone also knew — though nobody said it openly — why. Clara had been sent to photograph it for a preservation report, armed with a tripod, a camera bag, and the peculiar calm of someone who does not believe in ghosts.

She found the front door unlocked, which surprised her. The lobby inside was exactly as she had imagined: dusty, grand, and utterly still. The reception desk still held its leather-bound register, open to the last page of entries. Clara found herself drawn to it.

The final entry was dated the third of October, eleven years ago. A single guest had checked in that evening — Room Fourteen — and had never checked out. She turned the register toward the light and looked more carefully at the name.

It was her own.",P23_Q5,40,Fact Retrieval,easy,How long had the hotel been closed when Clara visited?,Three years,Five years,Eleven years,Twenty years,C,The first sentence states “The hotel had been closed for eleven years.” The answer is C.,GL_Bucks,Y6,approved,comprehension_100
P24,The Year Without a Summer,VOLCANOES,"In April 1815, the volcano Mount Tambora on the island of Sumbawa in what is now Indonesia erupted in the most powerful volcanic explosion in recorded history. An estimated 71,000 people were killed immediately, but the long-term consequences reached every corner of the globe.

The eruption blasted so much ash and sulphur dioxide into the upper atmosphere that it formed a thin veil around the entire planet, reflecting sunlight back into space. Temperatures in the northern hemisphere dropped by as much as three degrees Celsius. The following year, 1816, became known as “the Year Without a Summer.” Crops failed across Europe and North America, livestock died, and widespread famine followed. In some regions of Europe, the summer of 1816 produced snowfall in June.

The eruption had one unexpected cultural consequence: confined indoors by the relentless cold and rain of that gloomy summer, a group of writers in Switzerland held a competition to see who could write the most frightening story. One of them was an eighteen-year-old named Mary Shelley. She wrote Frankenstein.",P24_Q1,41,Fact Retrieval,easy,In which year did Mount Tambora erupt?,1800,1815,1816,1830,B,The passage states the eruption occurred “In April 1815.” The answer is B.,GL_Bucks,Y6,approved,comprehension_100
P24,The Year Without a Summer,VOLCANOES,"In April 1815, the volcano Mount Tambora on the island of Sumbawa in what is now Indonesia erupted in the most powerful volcanic explosion in recorded history. An estimated 71,000 people were killed immediately, but the long-term consequences reached every corner of the globe.

The eruption blasted so much ash and sulphur dioxide into the upper atmosphere that it formed a thin veil around the entire planet, reflecting sunlight back into space. Temperatures in the northern hemisphere dropped by as much as three degrees Celsius. The following year, 1816, became known as “the Year Without a Summer.” Crops failed across Europe and North America, livestock died, and widespread famine followed. In some regions of Europe, the summer of 1816 produced snowfall in June.

The eruption had one unexpected cultural consequence: confined indoors by the relentless cold and rain of that gloomy summer, a group of writers in Switzerland held a competition to see who could write the most frightening story. One of them was an eighteen-year-old named Mary Shelley. She wrote Frankenstein.",P24_Q2,42,Inference,medium,How did the eruption cause temperatures to drop around the world?,It caused widespread flooding that cooled the atmosphere.,Ash and sulphur dioxide in the upper atmosphere reflected sunlight away from Earth.,The explosion removed a large amount of heat-producing rock from the Earth’s surface.,It triggered a series of smaller eruptions that released cooling gases.,B,"The passage explains the mechanism: ash and sulphur dioxide “formed a thin veil around the entire planet, reflecting sunlight back into space.” Less sunlight reaching the surface meant lower temperatures. The answer is B.",GL_Bucks,Y6,approved,comprehension_100
P24,The Year Without a Summer,VOLCANOES,"In April 1815, the volcano Mount Tambora on the island of Sumbawa in what is now Indonesia erupted in the most powerful volcanic explosion in recorded history. An estimated 71,000 people were killed immediately, but the long-term consequences reached every corner of the globe.

The eruption blasted so much ash and sulphur dioxide into the upper atmosphere that it formed a thin veil around the entire planet, reflecting sunlight back into space. Temperatures in the northern hemisphere dropped by as much as three degrees Celsius. The following year, 1816, became known as “the Year Without a Summer.” Crops failed across Europe and North America, livestock died, and widespread famine followed. In some regions of Europe, the summer of 1816 produced snowfall in June.

The eruption had one unexpected cultural consequence: confined indoors by the relentless cold and rain of that gloomy summer, a group of writers in Switzerland held a competition to see who could write the most frightening story. One of them was an eighteen-year-old named Mary Shelley. She wrote Frankenstein.",P24_Q3,43,Vocabulary in Context,medium,"In the passage, “relentless” most likely means:",Continuous and never letting up,Unusually warm for the time of year,Surprising and unexpected,Dangerous and life-threatening,A,"“Relentless” means unceasing, never stopping or letting up. The cold and rain of that summer were described as relentless — constant and without relief. The answer is A.",GL_Bucks,Y6,approved,comprehension_100
P24,The Year Without a Summer,VOLCANOES,"In April 1815, the volcano Mount Tambora on the island of Sumbawa in what is now Indonesia erupted in the most powerful volcanic explosion in recorded history. An estimated 71,000 people were killed immediately, but the long-term consequences reached every corner of the globe.

The eruption blasted so much ash and sulphur dioxide into the upper atmosphere that it formed a thin veil around the entire planet, reflecting sunlight back into space. Temperatures in the northern hemisphere dropped by as much as three degrees Celsius. The following year, 1816, became known as “the Year Without a Summer.” Crops failed across Europe and North America, livestock died, and widespread famine followed. In some regions of Europe, the summer of 1816 produced snowfall in June.

The eruption had one unexpected cultural consequence: confined indoors by the relentless cold and rain of that gloomy summer, a group of writers in Switzerland held a competition to see who could write the most frightening story. One of them was an eighteen-year-old named Mary Shelley. She wrote Frankenstein.",P24_Q4,44,Authorial Intent,hard,Why does the author end the passage with the story of Mary Shelley and Frankenstein?,To suggest that Frankenstein is a book about volcanoes.,To show that great art can emerge from catastrophe — and to give the reader an unexpected connection to a familiar name.,To prove that the Year Without a Summer had no serious consequences.,To argue that writers are braver than other people during times of crisis.,B,"The Frankenstein detail is unexpected and memorable. It connects a global catastrophe to a specific, recognisable cultural product, making the historical event feel personal and immediate to the reader. The answer is B.",GL_Bucks,Y6,approved,comprehension_100
P24,The Year Without a Summer,VOLCANOES,"In April 1815, the volcano Mount Tambora on the island of Sumbawa in what is now Indonesia erupted in the most powerful volcanic explosion in recorded history. An estimated 71,000 people were killed immediately, but the long-term consequences reached every corner of the globe.

The eruption blasted so much ash and sulphur dioxide into the upper atmosphere that it formed a thin veil around the entire planet, reflecting sunlight back into space. Temperatures in the northern hemisphere dropped by as much as three degrees Celsius. The following year, 1816, became known as “the Year Without a Summer.” Crops failed across Europe and North America, livestock died, and widespread famine followed. In some regions of Europe, the summer of 1816 produced snowfall in June.

The eruption had one unexpected cultural consequence: confined indoors by the relentless cold and rain of that gloomy summer, a group of writers in Switzerland held a competition to see who could write the most frightening story. One of them was an eighteen-year-old named Mary Shelley. She wrote Frankenstein.",P24_Q5,45,Fact Retrieval,medium,How many people were killed immediately by the eruption of Mount Tambora?,"An estimated 7,000","An estimated 71,000","An estimated 710,000","An estimated 1,000",B,"The passage states “An estimated 71,000 people were killed immediately.” The answer is B.",GL_Bucks,Y6,approved,comprehension_100
P25,Against the Current,BIOGRAPHY (PIONEERING SCIENTIST),"Eleanor Marsh was born in 1871 in a small town in the north of England, the daughter of a schoolteacher who believed, unusually for his time, that a girl’s education was as important as a boy’s. By seventeen, Eleanor had read everything in her father’s library twice over. By twenty, she had applied to three universities and been rejected by all of them on the grounds that she was a woman.

She was not discouraged. She attended lectures as a visitor, persuading sympathetic professors to allow her in, and published her first scientific paper — on the properties of certain plant compounds — under the initials E.M. Marsh, so that readers would not immediately dismiss her work. The paper was well received. When the authorship was revealed, two of the three journals that had praised it withdrew their endorsement.

Eleanor continued regardless, and went on to produce forty-seven published papers over her career, eventually receiving an honorary doctorate in 1934 — sixty years after she first applied to study.",P25_Q1,46,Inference,medium,Why did Eleanor publish her first paper under the initials “E.M. Marsh” rather than her full name?,She wanted to keep her identity secret from her father.,Using initials prevented readers from knowing she was a woman and dismissing her work before reading it.,She was legally required to publish under initials as she had no university affiliation.,She was embarrassed about her paper and did not want to be identified.,B,The passage explains this directly: “so that readers would not immediately dismiss her work.” She anticipated that her gender would cause people to disregard her research without considering it. The answer is B.,GL_Bucks,Y6,approved,comprehension_100
P25,Against the Current,BIOGRAPHY (PIONEERING SCIENTIST),"Eleanor Marsh was born in 1871 in a small town in the north of England, the daughter of a schoolteacher who believed, unusually for his time, that a girl’s education was as important as a boy’s. By seventeen, Eleanor had read everything in her father’s library twice over. By twenty, she had applied to three universities and been rejected by all of them on the grounds that she was a woman.

She was not discouraged. She attended lectures as a visitor, persuading sympathetic professors to allow her in, and published her first scientific paper — on the properties of certain plant compounds — under the initials E.M. Marsh, so that readers would not immediately dismiss her work. The paper was well received. When the authorship was revealed, two of the three journals that had praised it withdrew their endorsement.

Eleanor continued regardless, and went on to produce forty-seven published papers over her career, eventually receiving an honorary doctorate in 1934 — sixty years after she first applied to study.",P25_Q2,47,Inference,hard,What does the reaction of the journals after Eleanor’s identity was revealed tell us about attitudes at the time?,The journals had made a mistake in praising the paper and corrected their error.,"Some editors were willing to judge work on its merit when the author’s identity was unknown, but not when she was known to be a woman.",The paper was found to contain errors once it was read more carefully.,The journals were concerned about a conflict of interest with Eleanor’s father.,B,"The paper received praise when the gender of the author was unknown, but two journals withdrew endorsement when they learned the author was a woman — demonstrating that the prejudice was about gender, not quality. The answer is B.",GL_Bucks,Y6,approved,comprehension_100
P25,Against the Current,BIOGRAPHY (PIONEERING SCIENTIST),"Eleanor Marsh was born in 1871 in a small town in the north of England, the daughter of a schoolteacher who believed, unusually for his time, that a girl’s education was as important as a boy’s. By seventeen, Eleanor had read everything in her father’s library twice over. By twenty, she had applied to three universities and been rejected by all of them on the grounds that she was a woman.

She was not discouraged. She attended lectures as a visitor, persuading sympathetic professors to allow her in, and published her first scientific paper — on the properties of certain plant compounds — under the initials E.M. Marsh, so that readers would not immediately dismiss her work. The paper was well received. When the authorship was revealed, two of the three journals that had praised it withdrew their endorsement.

Eleanor continued regardless, and went on to produce forty-seven published papers over her career, eventually receiving an honorary doctorate in 1934 — sixty years after she first applied to study.",P25_Q3,48,Vocabulary in Context,medium,"In the passage, “endorsement” most likely means:",Public approval or support for something,A financial payment made to an author,A legal agreement between a journal and a writer,A subscription to receive regular journal issues,A,"“Endorsement” means public support or approval — in this context, the journals’ praise of the paper was their endorsement of it. Withdrawing it meant withdrawing that public support. The answer is A.",GL_Bucks,Y6,approved,comprehension_100
P25,Against the Current,BIOGRAPHY (PIONEERING SCIENTIST),"Eleanor Marsh was born in 1871 in a small town in the north of England, the daughter of a schoolteacher who believed, unusually for his time, that a girl’s education was as important as a boy’s. By seventeen, Eleanor had read everything in her father’s library twice over. By twenty, she had applied to three universities and been rejected by all of them on the grounds that she was a woman.

She was not discouraged. She attended lectures as a visitor, persuading sympathetic professors to allow her in, and published her first scientific paper — on the properties of certain plant compounds — under the initials E.M. Marsh, so that readers would not immediately dismiss her work. The paper was well received. When the authorship was revealed, two of the three journals that had praised it withdrew their endorsement.

Eleanor continued regardless, and went on to produce forty-seven published papers over her career, eventually receiving an honorary doctorate in 1934 — sixty years after she first applied to study.",P25_Q4,49,Authorial Intent,medium,What is the main effect of mentioning that Eleanor’s honorary doctorate came “sixty years after she first applied to study”?,It shows that Eleanor wasted most of her life waiting for recognition.,It emphasises the injustice of the barriers she faced — and makes her persistence even more remarkable.,It proves that universities eventually always do the right thing.,It suggests that Eleanor was too old to enjoy the award when she received it.,B,"The sixty-year gap is not presented as a failure but as a measure of the obstacles she faced and overcame. It makes the recognition feel both deserved and long overdue, emphasising the injustice. The answer is B.",GL_Bucks,Y6,approved,comprehension_100
P25,Against the Current,BIOGRAPHY (PIONEERING SCIENTIST),"Eleanor Marsh was born in 1871 in a small town in the north of England, the daughter of a schoolteacher who believed, unusually for his time, that a girl’s education was as important as a boy’s. By seventeen, Eleanor had read everything in her father’s library twice over. By twenty, she had applied to three universities and been rejected by all of them on the grounds that she was a woman.

She was not discouraged. She attended lectures as a visitor, persuading sympathetic professors to allow her in, and published her first scientific paper — on the properties of certain plant compounds — under the initials E.M. Marsh, so that readers would not immediately dismiss her work. The paper was well received. When the authorship was revealed, two of the three journals that had praised it withdrew their endorsement.

Eleanor continued regardless, and went on to produce forty-seven published papers over her career, eventually receiving an honorary doctorate in 1934 — sixty years after she first applied to study.",P25_Q5,50,Fact Retrieval,easy,How many scientific papers did Eleanor publish over her career?,Three,Seventeen,Forty-seven,One hundred,C,The passage states Eleanor “went on to produce forty-seven published papers over her career.” The answer is C.,GL_Bucks,Y6,approved,comprehension_100
P26,The Bee,INSECTS / POLLINATION,"Pollination is one of nature’s most important partnerships. When a bee visits a flower in search of nectar, it inadvertently brushes against the flower’s anthers and collects grains of pollen on its body. As it moves from flower to flower, some of that pollen is transferred to the stigma of other flowers, enabling fertilisation and the production of seeds.

This is not a one-sided arrangement. The flower benefits from the bee’s visit because the pollen is carried far more efficiently than it would be by wind alone. The bee benefits because it collects both nectar, which it converts into honey, and pollen, which it feeds to its larvae. Neither party has planned this partnership — it has evolved over millions of years because both benefit from it.

In recent decades, bee populations have declined sharply due to habitat loss, pesticide use, and disease. Since bees pollinate roughly one third of the food that humans eat, this decline has serious implications for global food security.",P26_Q1,51,Vocabulary in Context,easy,"In the passage, “inadvertently” most likely means:",Without meaning to; accidentally,Very carefully and deliberately,Quickly and efficiently,"Repeatedly, over a long period of time",A,"“Inadvertently” means without intending to — the bee does not mean to collect pollen, it happens as a side effect of visiting the flower for nectar. The answer is A.",GL_Bucks,Y6,approved,comprehension_100
P26,The Bee,INSECTS / POLLINATION,"Pollination is one of nature’s most important partnerships. When a bee visits a flower in search of nectar, it inadvertently brushes against the flower’s anthers and collects grains of pollen on its body. As it moves from flower to flower, some of that pollen is transferred to the stigma of other flowers, enabling fertilisation and the production of seeds.

This is not a one-sided arrangement. The flower benefits from the bee’s visit because the pollen is carried far more efficiently than it would be by wind alone. The bee benefits because it collects both nectar, which it converts into honey, and pollen, which it feeds to its larvae. Neither party has planned this partnership — it has evolved over millions of years because both benefit from it.

In recent decades, bee populations have declined sharply due to habitat loss, pesticide use, and disease. Since bees pollinate roughly one third of the food that humans eat, this decline has serious implications for global food security.",P26_Q2,52,Fact Retrieval,easy,"What does the bee use pollen for, according to the passage?",To make honey for the hive,To feed to its larvae,To mark flowers it has already visited,To protect the entrance to the hive,B,The passage states the bee collects pollen “which it feeds to its larvae.” Nectar is converted into honey; pollen is food for young bees. The answer is B.,GL_Bucks,Y6,approved,comprehension_100
P26,The Bee,INSECTS / POLLINATION,"Pollination is one of nature’s most important partnerships. When a bee visits a flower in search of nectar, it inadvertently brushes against the flower’s anthers and collects grains of pollen on its body. As it moves from flower to flower, some of that pollen is transferred to the stigma of other flowers, enabling fertilisation and the production of seeds.

This is not a one-sided arrangement. The flower benefits from the bee’s visit because the pollen is carried far more efficiently than it would be by wind alone. The bee benefits because it collects both nectar, which it converts into honey, and pollen, which it feeds to its larvae. Neither party has planned this partnership — it has evolved over millions of years because both benefit from it.

In recent decades, bee populations have declined sharply due to habitat loss, pesticide use, and disease. Since bees pollinate roughly one third of the food that humans eat, this decline has serious implications for global food security.",P26_Q3,53,Inference,medium,What does the author mean by saying “neither party has planned this partnership”?,Bees and flowers make a conscious decision to work together each spring.,"The relationship developed naturally through evolution, not through any intention on either side.",Scientists do not fully understand how bees and flowers came to depend on each other.,Bees would prefer to find food in a different way if they could.,B,The author is explaining that evolution — not conscious choice — produced this arrangement. Bees and flowers do not have intentions; they developed behaviours and structures that happened to benefit each other over millions of years. The answer is B.,GL_Bucks,Y6,approved,comprehension_100
